id,hitId,qInd,motionType,effortsLeft,effortsRight,selected0,selected1
"A1K1C6L4T9FA5I ",3,8,0,"[-1,0,1,0]","[1,0,-1,0]",0,1
"A1K1C6L4T9FA5I ",3,9,0,"[-1,0,0,-1]","[1,-1,-1,0]",1,2
"A1K1C6L4T9FA5I ",3,10,0,"[-1,0,1,-1]","[-1,-1,0,-1]",1,2
"A1K1C6L4T9FA5I ",3,11,0,"[1,1,0,0]","[-1,1,0,-1]",0,2
"A1K1C6L4T9FA5I ",4,0,0,"[-1,-1,0,-1]","[0,-1,0,-1]",0,1
"A1K1C6L4T9FA5I ",4,1,0,"[-1,-1,0,-1]","[0,-1,0,-1]",0,1
"A1K1C6L4T9FA5I ",4,2,0,"[0,-1,0,1]","[0,1,-1,-1]",0,1
"A1K1C6L4T9FA5I ",4,3,0,"[1,0,0,-1]","[1,1,1,0]",0,2
"A1K1C6L4T9FA5I ",4,4,0,"[-1,0,1,1]","[-1,0,1,-1]",0,1
"A1K1C6L4T9FA5I ",4,5,0,"[1,0,0,-1]","[0,1,-1,-1]",0,2
"A1K1C6L4T9FA5I ",4,6,0,"[1,1,0,1]","[1,-1,1,0]",0,1
"A1K1C6L4T9FA5I ",4,7,0,"[1,0,-1,1]","[0,1,0,-1]",0,1
"A1K1C6L4T9FA5I ",4,8,0,"[-1,1,0,1]","[1,-1,0,1]",0,1
"A1K1C6L4T9FA5I ",4,9,0,"[1,-1,0,1]","[1,-1,0,0]",0,1
"A1K1C6L4T9FA5I ",4,10,0,"[1,0,0,-1]","[-1,0,0,1]",0,1
"A1K1C6L4T9FA5I ",4,11,0,"[0,-1,-1,-1]","[-1,0,-1,1]",1,2
"A1K1C6L4T9FA5I ",5,0,0,"[1,1,0,0]","[1,1,0,1]",1,2
"A1K1C6L4T9FA5I ",5,1,0,"[1,1,0,0]","[1,1,0,1]",0,1
"A1K1C6L4T9FA5I ",5,2,0,"[1,-1,0,0]","[1,-1,0,1]",0,1
"A1K1C6L4T9FA5I ",5,3,0,"[-1,-1,0,0]","[-1,-1,0,-1]",0,1
"A1K1C6L4T9FA5I ",5,4,0,"[1,0,1,1]","[-1,-1,-1,0]",0,1
"A1K1C6L4T9FA5I ",5,5,0,"[1,0,-1,0]","[1,0,0,-1]",1,2
"A1K1C6L4T9FA5I ",5,6,0,"[-1,0,1,0]","[1,1,0,0]",0,1
"A1K1C6L4T9FA5I ",5,7,0,"[1,0,1,-1]","[-1,0,1,0]",0,1
"A1K1C6L4T9FA5I ",5,8,0,"[1,0,-1,1]","[0,-1,1,1]",1,2
"A1K1C6L4T9FA5I ",5,9,0,"[0,1,1,-1]","[-1,0,-1,0]",0,1
"A1K1C6L4T9FA5I ",5,10,0,"[-1,0,0,-1]","[1,-1,0,1]",1,2
"A1K1C6L4T9FA5I ",5,11,0,"[0,-1,0,1]","[-1,1,-1,0]",0,1
"A1K1C6L4T9FA5I ",10,0,0,"[-1,0,1,-1]","[0,0,1,1]",1,2
"A1K1C6L4T9FA5I ",10,1,0,"[-1,0,1,-1]","[0,0,1,1]",1,2
"A1K1C6L4T9FA5I ",10,2,0,"[-1,-1,-1,0]","[-1,0,-1,1]",0,1
"A1K1C6L4T9FA5I ",10,3,0,"[1,0,-1,1]","[1,1,0,1]",1,2
"A1K1C6L4T9FA5I ",10,4,0,"[0,-1,-1,1]","[-1,1,0,-1]",0,1
"A1K1C6L4T9FA5I ",10,5,0,"[-1,-1,0,-1]","[0,1,-1,-1]",0,1
"A1K1C6L4T9FA5I ",10,6,0,"[1,1,-1,0]","[0,1,1,-1]",0,2
"A1K1C6L4T9FA5I ",10,7,0,"[-1,0,1,0]","[1,1,0,-1]",0,1
"A1K1C6L4T9FA5I ",10,8,0,"[-1,0,0,1]","[-1,0,1,-1]",0,1
"A1K1C6L4T9FA5I ",10,9,0,"[-1,-1,1,0]","[-1,0,1,0]",0,1
"A1K1C6L4T9FA5I ",10,10,0,"[0,1,0,-1]","[0,-1,-1,1]",1,2
"A1K1C6L4T9FA5I ",10,11,0,"[0,1,0,-1]","[0,-1,0,1]",1,2
"A1K1C6L4T9FA5I ",11,0,0,"[1,0,1,1]","[1,-1,0,-1]",0,1
"A1K1C6L4T9FA5I ",11,1,0,"[1,0,1,1]","[1,-1,0,-1]",0,1
"A1K1C6L4T9FA5I ",11,2,0,"[0,1,0,-1]","[-1,0,-1,1]",1,2
"A1K1C6L4T9FA5I ",11,3,0,"[1,-1,0,-1]","[1,0,-1,1]",0,1
"A1K1C6L4T9FA5I ",11,4,0,"[-1,-1,0,0]","[1,1,-1,0]",0,1
"A1K1C6L4T9FA5I ",11,5,0,"[1,-1,0,0]","[0,0,1,1]",0,1
"A1K1C6L4T9FA5I ",11,6,0,"[-1,0,1,1]","[-1,-1,1,0]",0,2
"A1K1C6L4T9FA5I ",11,7,0,"[-1,1,0,0]","[0,0,1,1]",1,2
"A1K1C6L4T9FA5I ",11,8,0,"[-1,0,-1,1]","[1,-1,0,-1]",1,2
"A1K1C6L4T9FA5I ",11,9,0,"[0,-1,1,1]","[0,-1,-1,1]",0,1
"A1K1C6L4T9FA5I ",11,10,0,"[0,1,0,-1]","[-1,-1,1,0]",1,2
"A1K1C6L4T9FA5I ",11,11,0,"[0,1,-1,1]","[0,-1,1,1]",1,2
"A1K1C6L4T9FA5I ",16,0,0,"[1,1,0,-1]","[1,0,-1,1]",0,1
"A1K1C6L4T9FA5I ",16,1,0,"[1,1,0,-1]","[1,0,-1,1]",0,1
"A1K1C6L4T9FA5I ",16,2,0,"[-1,0,1,1]","[0,-1,-1,1]",0,1
"A1K1C6L4T9FA5I ",16,3,0,"[-1,0,0,1]","[1,1,0,0]",0,1
"A1K1C6L4T9FA5I ",16,4,0,"[1,0,0,1]","[1,0,1,0]",1,2
"A1K1C6L4T9FA5I ",16,5,0,"[1,-1,0,0]","[0,1,-1,-1]",0,1
"A1K1C6L4T9FA5I ",16,6,0,"[-1,1,1,0]","[-1,-1,-1,0]",0,1
"A1K1C6L4T9FA5I ",16,7,0,"[0,1,-1,1]","[1,-1,0,0]",1,2
"A1K1C6L4T9FA5I ",16,8,0,"[1,1,0,-1]","[-1,0,0,-1]",1,2
"A1K1C6L4T9FA5I ",16,9,0,"[-1,-1,1,0]","[-1,0,-1,-1]",0,1
"A1K1C6L4T9FA5I ",16,10,0,"[-1,0,0,-1]","[-1,-1,0,1]",0,1
"A1K1C6L4T9FA5I ",16,11,0,"[-1,-1,0,0]","[1,1,0,1]",1,2
"A1K1C6L4T9FA5I ",17,0,0,"[1,0,1,0]","[0,1,-1,1]",0,1
"A1K1C6L4T9FA5I ",17,1,0,"[1,0,1,0]","[0,1,-1,1]",0,1
"A1K1C6L4T9FA5I ",17,2,0,"[-1,-1,0,-1]","[1,-1,0,0]",0,1
"A1K1C6L4T9FA5I ",17,3,0,"[-1,0,0,1]","[1,1,1,0]",0,1
"A1K1C6L4T9FA5I ",17,4,0,"[0,1,-1,-1]","[-1,-1,1,0]",1,2
"A1K1C6L4T9FA5I ",17,5,0,"[0,-1,0,-1]","[-1,0,0,1]",1,2
"A1K1C6L4T9FA5I ",17,6,0,"[-1,0,1,-1]","[0,-1,0,1]",1,2
"A1K1C6L4T9FA5I ",17,7,0,"[-1,-1,-1,0]","[0,-1,0,-1]",1,2
"A1K1C6L4T9FA5I ",17,8,0,"[-1,1,-1,0]","[0,1,1,1]",1,2
"A1K1C6L4T9FA5I ",17,9,0,"[-1,0,1,-1]","[0,-1,0,-1]",0,2
"A1K1C6L4T9FA5I ",17,10,0,"[1,0,-1,0]","[-1,1,1,0]",0,1
"A1K1C6L4T9FA5I ",17,11,0,"[-1,0,0,1]","[-1,0,1,0]",0,1
"A1K1C6L4T9FA5I ",19,0,0,"[-1,1,0,1]","[-1,0,1,0]",0,2
"A1K1C6L4T9FA5I ",19,1,0,"[-1,1,0,1]","[-1,0,1,0]",1,2
"A1K1C6L4T9FA5I ",19,2,0,"[-1,0,1,1]","[1,0,1,1]",0,1
"A1K1C6L4T9FA5I ",19,3,0,"[1,-1,0,0]","[0,-1,1,-1]",1,2
"A1K1C6L4T9FA5I ",19,4,0,"[1,0,0,-1]","[0,-1,1,-1]",0,2
"A1K1C6L4T9FA5I ",19,5,0,"[0,1,-1,1]","[-1,1,1,0]",1,2
"A1K1C6L4T9FA5I ",19,6,0,"[-1,0,1,0]","[0,1,-1,1]",0,1
"A1K1C6L4T9FA5I ",19,7,0,"[1,1,1,0]","[0,1,1,-1]",0,2
"A1K1C6L4T9FA5I ",19,8,0,"[-1,-1,0,-1]","[-1,1,0,-1]",0,2
"A1K1C6L4T9FA5I ",19,9,0,"[-1,0,-1,-1]","[1,1,1,0]",1,2
"A1K1C6L4T9FA5I ",19,10,0,"[0,1,-1,1]","[-1,1,0,0]",1,2
"A1K1C6L4T9FA5I ",19,11,0,"[1,0,0,-1]","[-1,1,1,0]",0,2
"A1K1C6L4T9FA5I ",20,0,0,"[0,-1,-1,1]","[1,-1,-1,0]",0,2
"A1K1C6L4T9FA5I ",20,1,0,"[0,-1,-1,1]","[1,-1,-1,0]",0,2
"A1K1C6L4T9FA5I ",20,2,0,"[-1,-1,0,-1]","[0,-1,0,1]",1,2
"A1K1C6L4T9FA5I ",20,3,0,"[1,0,-1,1]","[-1,-1,-1,0]",0,2
"A1K1C6L4T9FA5I ",20,4,0,"[-1,0,1,-1]","[1,0,-1,-1]",0,2
"A1K1C6L4T9FA5I ",20,5,0,"[-1,0,1,-1]","[-1,-1,0,-1]",0,2
"A1K1C6L4T9FA5I ",20,6,0,"[1,-1,1,0]","[-1,0,-1,1]",0,1
"A1K1C6L4T9FA5I ",20,7,0,"[-1,-1,-1,0]","[1,0,-1,-1]",0,1
"A1K1C6L4T9FA5I ",20,8,0,"[0,-1,1,-1]","[0,1,1,1]",0,2
"A1K1C6L4T9FA5I ",20,9,0,"[1,1,-1,0]","[-1,0,-1,0]",1,2
"A1K1C6L4T9FA5I ",20,10,0,"[1,-1,0,-1]","[-1,-1,-1,0]",1,2
"A1K1C6L4T9FA5I ",20,11,0,"[1,-1,0,1]","[-1,-1,0,-1]",0,1
"A1K1C6L4T9FA5I ",21,0,0,"[-1,-1,1,0]","[-1,1,1,0]",0,2
"A1K1C6L4T9FA5I ",21,1,0,"[-1,-1,1,0]","[-1,1,1,0]",0,2
"A1K1C6L4T9FA5I ",21,2,0,"[1,-1,-1,0]","[-1,1,0,0]",1,2
"A1K1C6L4T9FA5I ",21,3,0,"[1,1,0,1]","[1,0,-1,0]",0,1
"A1K1C6L4T9FA5I ",21,4,0,"[-1,0,0,1]","[0,-1,1,-1]",0,1
"A1K1C6L4T9FA5I ",21,5,0,"[0,-1,-1,-1]","[-1,1,1,0]",1,2
"A1K1C6L4T9FA5I ",21,6,0,"[0,-1,1,1]","[1,0,-1,0]",1,2
"A1K1C6L4T9FA5I ",21,7,0,"[1,0,1,0]","[1,1,1,0]",0,2
"A1K1C6L4T9FA5I ",21,8,0,"[-1,1,0,0]","[1,-1,0,-1]",1,2
"A1K1C6L4T9FA5I ",21,9,0,"[-1,1,0,-1]","[1,-1,0,-1]",1,2
"A1K1C6L4T9FA5I ",21,10,0,"[0,-1,-1,-1]","[-1,1,0,-1]",1,2
"A1K1C6L4T9FA5I ",21,11,0,"[1,-1,0,0]","[-1,1,1,0]",0,1
"A1K1C6L4T9FA5I ",22,0,0,"[-1,-1,1,0]","[1,-1,0,0]",1,2
"A1K1C6L4T9FA5I ",22,1,0,"[-1,-1,1,0]","[1,-1,0,0]",1,2
"A1K1C6L4T9FA5I ",22,2,0,"[1,1,0,1]","[1,0,0,1]",1,2
"A1K1C6L4T9FA5I ",22,3,0,"[1,1,0,0]","[1,0,-1,1]",1,2
"A1K1C6L4T9FA5I ",22,4,0,"[0,-1,1,1]","[1,0,1,1]",1,2
"A1K1C6L4T9FA5I ",22,5,0,"[1,1,1,0]","[-1,-1,-1,0]",1,2
"A1K1C6L4T9FA5I ",22,6,0,"[1,-1,0,0]","[-1,0,1,0]",0,2
"A1K1C6L4T9FA5I ",22,7,0,"[-1,0,-1,1]","[0,1,1,-1]",1,2
"A1K1C6L4T9FA5I ",22,8,0,"[1,0,-1,0]","[-1,0,0,-1]",1,2
"A1K1C6L4T9FA5I ",22,9,0,"[0,-1,0,-1]","[0,-1,-1,1]",0,1
"A1K1C6L4T9FA5I ",22,10,0,"[-1,0,-1,-1]","[-1,1,0,0]",1,2
"A1K1C6L4T9FA5I ",22,11,0,"[0,-1,-1,1]","[1,1,-1,0]",1,2
"A1K1C6L4T9FA5I ",25,0,0,"[-1,-1,1,0]","[-1,0,1,1]",1,2
"A1K1C6L4T9FA5I ",25,1,0,"[-1,-1,1,0]","[-1,0,1,1]",0,2
"A1K1C6L4T9FA5I ",25,2,0,"[0,-1,1,-1]","[-1,0,-1,1]",0,1
"A1K1C6L4T9FA5I ",25,3,0,"[-1,0,-1,0]","[1,-1,1,0]",1,2
"A1K1C6L4T9FA5I ",25,4,0,"[1,0,1,1]","[1,1,0,1]",1,2
"A1K1C6L4T9FA5I ",25,5,0,"[1,-1,-1,0]","[0,-1,1,-1]",1,2
"A1K1C6L4T9FA5I ",25,6,0,"[1,0,0,1]","[-1,1,0,1]",1,2
"A1K1C6L4T9FA5I ",25,7,0,"[-1,0,1,0]","[1,0,1,1]",0,2
"A1K1C6L4T9FA5I ",25,8,0,"[1,0,-1,0]","[-1,0,0,1]",1,2
"A1K1C6L4T9FA5I ",25,9,0,"[1,0,1,0]","[-1,1,1,0]",0,2
"A1K1C6L4T9FA5I ",28,0,0,"[1,1,0,1]","[0,-1,1,-1]",1,2
"A1K1C6L4T9FA5I ",28,1,0,"[1,1,0,1]","[0,-1,1,-1]",1,2
"A1K1C6L4T9FA5I ",28,2,0,"[-1,0,0,1]","[-1,0,0,-1]",1,2
"A1K1C6L4T9FA5I ",28,3,0,"[1,1,0,0]","[1,-1,0,0]",1,2
"A1K1C6L4T9FA5I ",28,4,0,"[-1,0,0,-1]","[0,-1,1,-1]",1,2
"A1K1C6L4T9FA5I ",28,5,0,"[0,1,-1,1]","[-1,1,0,0]",1,2
"A1K1C6L4T9FA5I ",28,6,0,"[1,1,0,0]","[1,1,1,0]",1,2
"A1K1C6L4T9FA5I ",28,7,0,"[0,-1,0,-1]","[1,0,-1,1]",0,1
"A1K1C6L4T9FA5I ",28,8,0,"[0,-1,-1,-1]","[1,0,-1,0]",0,1
"A1K1C6L4T9FA5I ",28,9,0,"[-1,0,-1,-1]","[0,1,-1,1]",1,2
"A1K1C6L4T9FA5I ",28,10,0,"[-1,0,0,-1]","[1,0,0,1]",1,2
"A1K1C6L4T9FA5I ",28,11,0,"[1,1,0,-1]","[0,-1,-1,-1]",0,2
"A1K1C6L4T9FA5I ",29,0,0,"[-1,0,1,0]","[0,1,1,1]",1,2
"A1K1C6L4T9FA5I ",29,1,0,"[-1,0,1,0]","[0,1,1,1]",1,2
"A1K1C6L4T9FA5I ",29,2,0,"[0,0,1,1]","[1,1,0,1]",1,2
"A1K1C6L4T9FA5I ",29,3,0,"[1,0,1,0]","[1,1,0,-1]",1,2
"A1K1C6L4T9FA5I ",29,4,0,"[-1,0,-1,0]","[-1,0,1,1]",1,2
"A1K1C6L4T9FA5I ",29,5,0,"[0,1,-1,-1]","[-1,-1,0,0]",1,2
"A1K1C6L4T9FA5I ",29,6,0,"[1,1,0,0]","[1,-1,0,1]",1,2
"A1K1C6L4T9FA5I ",29,7,0,"[1,0,1,-1]","[0,1,1,-1]",1,2
"A1K1C6L4T9FA5I ",29,8,0,"[-1,-1,0,-1]","[0,-1,-1,-1]",0,1
"A1K1C6L4T9FA5I ",29,9,0,"[1,1,0,-1]","[0,-1,-1,1]",0,1
"A1K1C6L4T9FA5I ",29,10,0,"[1,1,-1,0]","[1,-1,1,0]",1,2
"A1K1C6L4T9FA5I ",29,11,0,"[1,1,0,0]","[1,0,-1,-1]",0,1
"A1K1C6L4T9FA5I ",32,0,0,"[-1,0,-1,-1]","[1,0,1,-1]",1,2
"A1K1C6L4T9FA5I ",32,1,0,"[-1,0,-1,-1]","[1,0,1,-1]",1,2
"A1K1C6L4T9FA5I ",32,2,0,"[1,0,0,-1]","[-1,-1,-1,0]",1,2
"A1K1C6L4T9FA5I ",32,3,0,"[0,-1,-1,-1]","[1,-1,-1,0]",1,2
"A1K1C6L4T9FA5I ",32,4,0,"[0,0,1,1]","[-1,-1,1,0]",1,2
"A1K1C6L4T9FA5I ",32,5,0,"[1,-1,-1,0]","[1,0,-1,-1]",1,2
"A1K1C6L4T9FA5I ",32,6,0,"[1,0,0,-1]","[-1,0,-1,1]",1,2
"A1K1C6L4T9FA5I ",32,7,0,"[-1,0,-1,-1]","[1,1,0,1]",1,2
"A1K1C6L4T9FA5I ",32,8,0,"[0,1,1,-1]","[-1,-1,0,-1]",1,2
"A1K1C6L4T9FA5I ",32,9,0,"[-1,1,0,0]","[1,-1,-1,0]",0,1
"A1K1C6L4T9FA5I ",32,10,0,"[1,-1,-1,0]","[-1,-1,0,1]",1,2
"A1K1C6L4T9FA5I ",32,11,0,"[1,-1,0,-1]","[1,1,0,1]",1,2
"A1K1C6L4T9FA5I ",33,0,0,"[1,0,1,0]","[0,1,1,1]",0,2
"A1K1C6L4T9FA5I ",33,1,0,"[1,0,1,0]","[0,1,1,1]",0,2
"A1K1C6L4T9FA5I ",33,2,0,"[-1,1,0,1]","[-1,-1,1,0]",0,2
"A1K1C6L4T9FA5I ",33,3,0,"[1,-1,0,1]","[1,1,1,0]",0,2
"A1K1C6L4T9FA5I ",33,4,0,"[0,1,-1,1]","[0,1,-1,-1]",0,1
"A1K1C6L4T9FA5I ",33,5,0,"[0,-1,-1,-1]","[-1,1,0,0]",0,2
"A1K1C6L4T9FA5I ",33,6,0,"[-1,1,0,0]","[0,-1,0,1]",1,2
"A1K1C6L4T9FA5I ",33,7,0,"[1,1,-1,0]","[1,0,1,-1]",1,2
"A1K1C6L4T9FA5I ",33,8,0,"[1,1,0,-1]","[0,-1,-1,-1]",1,2
"A1K1C6L4T9FA5I ",33,9,0,"[-1,1,-1,0]","[1,-1,0,-1]",1,2
"A1K1C6L4T9FA5I ",33,10,0,"[1,1,0,1]","[1,-1,0,-1]",1,2
"A1K1C6L4T9FA5I ",33,11,0,"[0,0,1,1]","[0,1,1,-1]",0,1
"A1K1C6L4T9FA5I ",34,0,0,"[-1,-1,0,-1]","[1,0,0,-1]",0,2
"A1K1C6L4T9FA5I ",34,1,0,"[-1,-1,0,-1]","[1,0,0,-1]",0,2
"A1K1C6L4T9FA5I ",34,2,0,"[-1,-1,0,1]","[-1,0,-1,0]",0,1
"A1K1C6L4T9FA5I ",34,3,0,"[1,1,-1,0]","[0,0,1,1]",1,2
"A1K1C6L4T9FA5I ",36,0,0,"[1,0,1,-1]","[1,0,-1,-1]",1,2
"A1K1C6L4T9FA5I ",36,1,0,"[1,0,1,-1]","[1,0,-1,-1]",0,1
"A1K1C6L4T9FA5I ",36,2,0,"[1,-1,0,0]","[1,0,1,0]",1,2
"A1K1C6L4T9FA5I ",36,3,0,"[1,1,0,-1]","[-1,0,0,1]",1,2
"A1K1C6L4T9FA5I ",36,4,0,"[-1,1,-1,0]","[1,-1,0,-1]",1,2
"A1K1C6L4T9FA5I ",36,5,0,"[1,1,0,-1]","[0,-1,0,-1]",1,2
"A1K1C6L4T9FA5I ",36,6,0,"[1,0,1,0]","[0,-1,0,1]",1,2
"A1K1C6L4T9FA5I ",36,7,0,"[-1,-1,1,0]","[0,-1,-1,1]",0,1
"A1K1C6L4T9FA5I ",36,8,0,"[-1,0,0,-1]","[1,1,0,1]",1,2
"A1K1C6L4T9FA5I ",36,9,0,"[1,1,-1,0]","[1,-1,1,0]",1,2
"A1K1C6L4T9FA5I ",36,10,0,"[0,-1,1,-1]","[1,0,1,0]",1,2
"A1K1C6L4T9FA5I ",36,11,0,"[1,0,0,-1]","[0,-1,-1,-1]",0,1
"A1K1C6L4T9FA5I ",37,0,0,"[-1,0,-1,-1]","[0,1,1,-1]",1,2
"A1K1C6L4T9FA5I ",37,1,0,"[-1,0,-1,-1]","[0,1,1,-1]",1,2
"A1K1C6L4T9FA5I ",37,2,0,"[-1,0,-1,-1]","[-1,-1,0,1]",1,2
"A1K1C6L4T9FA5I ",37,3,0,"[0,1,1,-1]","[0,-1,1,-1]",1,2
"A1K1C6L4T9FA5I ",37,4,0,"[1,1,0,-1]","[0,1,1,-1]",0,1
"A1K1C6L4T9FA5I ",37,5,0,"[1,1,1,0]","[1,-1,0,-1]",1,2
"A1K1C6L4T9FA5I ",37,6,0,"[-1,-1,1,0]","[-1,-1,0,0]",0,1
"A1K1C6L4T9FA5I ",37,7,0,"[1,0,1,-1]","[1,-1,0,-1]",0,1
"A1K1C6L4T9FA5I ",37,8,0,"[0,-1,1,-1]","[0,0,1,1]",0,1
"A1K1C6L4T9FA5I ",37,9,0,"[-1,0,1,0]","[1,1,0,1]",1,2
"A1K1C6L4T9FA5I ",37,10,0,"[-1,1,1,0]","[-1,-1,0,0]",1,2
"A1K1C6L4T9FA5I ",37,11,0,"[1,1,0,1]","[-1,1,0,1]",1,2
"A1K1C6L4T9FA5I ",38,0,0,"[1,0,-1,0]","[-1,-1,1,0]",1,2
"A1K1C6L4T9FA5I ",38,1,0,"[1,0,-1,0]","[-1,-1,1,0]",1,2
"A1K1C6L4T9FA5I ",38,2,0,"[1,1,0,1]","[-1,-1,0,1]",1,2
"A1K1C6L4T9FA5I ",38,3,0,"[-1,0,-1,-1]","[-1,0,0,-1]",0,2
"A1K1C6L4T9FA5I ",38,4,0,"[0,-1,1,-1]","[0,1,1,-1]",0,2
"A1K1C6L4T9FA5I ",38,5,0,"[1,1,0,1]","[1,1,-1,0]",0,1
"A1K1C6L4T9FA5I ",38,6,0,"[1,0,1,1]","[0,-1,1,-1]",0,2
"A1K1C6L4T9FA5I ",38,7,0,"[1,0,-1,1]","[1,-1,0,-1]",1,2
"A1K1C6L4T9FA5I ",38,8,0,"[-1,0,0,-1]","[0,-1,1,1]",0,2
"A1K1C6L4T9FA5I ",38,9,0,"[1,0,0,1]","[-1,1,1,0]",0,1
"A1K1C6L4T9FA5I ",38,10,0,"[-1,0,1,0]","[1,1,-1,0]",0,1
"A1K1C6L4T9FA5I ",38,11,0,"[1,0,1,1]","[0,1,1,1]",0,2
"A1K1C6L4T9FA5I ",39,0,0,"[-1,1,0,1]","[-1,0,-1,-1]",0,1
"A1K1C6L4T9FA5I ",39,1,0,"[-1,1,0,1]","[-1,0,-1,-1]",0,1
"A1K1C6L4T9FA5I ",39,2,0,"[0,-1,0,-1]","[0,0,1,1]",0,1
"A1K1C6L4T9FA5I ",39,3,0,"[1,0,-1,-1]","[-1,0,0,1]",1,2
"A1K1C6L4T9FA5I ",39,4,0,"[-1,-1,0,0]","[-1,1,0,1]",0,1
"A1K1C6L4T9FA5I ",39,5,0,"[1,1,1,0]","[0,-1,-1,-1]",1,2
"A1K1C6L4T9FA5I ",39,6,0,"[-1,0,1,0]","[0,-1,1,-1]",0,2
"A1K1C6L4T9FA5I ",39,7,0,"[1,0,1,0]","[-1,0,0,1]",0,1
"A1K1C6L4T9FA5I ",39,8,0,"[1,-1,-1,0]","[-1,1,0,1]",1,2
"A1K1C6L4T9FA5I ",39,9,0,"[1,1,0,-1]","[1,-1,1,0]",1,2
"A1K1C6L4T9FA5I ",39,10,0,"[-1,-1,0,0]","[1,-1,0,-1]",1,2
"A1K1C6L4T9FA5I ",39,11,0,"[-1,1,0,-1]","[-1,-1,0,0]",1,2
"A1K1C6L4T9FA5I ",40,0,0,"[1,-1,0,0]","[-1,1,1,0]",0,1
"A1K1C6L4T9FA5I ",40,1,0,"[1,-1,0,0]","[-1,1,1,0]",0,1
"A1K1C6L4T9FA5I ",40,2,0,"[0,1,-1,1]","[0,1,0,-1]",0,1
"A1K1C6L4T9FA5I ",40,3,0,"[1,0,1,0]","[1,0,-1,0]",0,1
"A1K1C6L4T9FA5I ",40,4,0,"[-1,0,1,0]","[0,-1,1,-1]",0,2
"A1K1C6L4T9FA5I ",40,5,0,"[0,1,1,-1]","[-1,1,1,0]",1,2
"A1K1C6L4T9FA5I ",40,6,0,"[1,1,0,0]","[0,-1,-1,-1]",0,2
"A1K1C6L4T9FA5I ",43,0,0,"[1,0,-1,-1]","[-1,-1,1,0]",1,2
"A1K1C6L4T9FA5I ",43,1,0,"[1,0,-1,-1]","[-1,-1,1,0]",1,2
"A1K1C6L4T9FA5I ",43,2,0,"[1,1,0,-1]","[0,-1,0,-1]",1,2
"A1K1C6L4T9FA5I ",43,3,0,"[1,0,-1,1]","[-1,1,0,0]",0,1
"A1K1C6L4T9FA5I ",43,4,0,"[-1,0,-1,-1]","[-1,0,1,0]",1,2
"A1K1C6L4T9FA5I ",43,5,0,"[1,-1,-1,0]","[0,-1,-1,1]",0,1
"A1K1C6L4T9FA5I ",43,6,0,"[1,0,1,0]","[0,1,1,1]",0,2
"A1K1C6L4T9FA5I ",43,7,0,"[-1,0,0,-1]","[-1,0,-1,1]",1,2
"A1K1C6L4T9FA5I ",43,8,0,"[0,-1,1,-1]","[1,-1,0,1]",1,2
"A1K1C6L4T9FA5I ",43,9,0,"[0,1,-1,1]","[0,1,1,1]",1,2
"A1K1C6L4T9FA5I ",43,10,0,"[1,-1,1,0]","[1,1,0,-1]",0,1
"A1K1C6L4T9FA5I ",43,11,0,"[0,-1,-1,1]","[1,0,1,0]",0,1
"A1K1C6L4T9FA5I ",45,0,0,"[-1,1,1,0]","[1,-1,0,0]",1,2
"A1K1C6L4T9FA5I ",45,1,0,"[-1,1,1,0]","[1,-1,0,0]",1,2
"A1K1C6L4T9FA5I ",45,2,0,"[-1,0,1,0]","[0,-1,-1,1]",0,1
"A1K1C6L4T9FA5I ",45,3,0,"[1,1,1,0]","[0,0,1,1]",1,2
"A1K1C6L4T9FA5I ",45,4,0,"[-1,0,-1,0]","[1,1,0,0]",0,2
"A1K1C6L4T9FA5I ",45,5,0,"[0,-1,-1,-1]","[-1,0,1,1]",1,2
"A1K1C6L4T9FA5I ",45,6,0,"[1,0,1,-1]","[1,1,-1,0]",0,2
"A1K1C6L4T9FA5I ",45,7,0,"[1,1,0,1]","[-1,0,-1,-1]",0,1
"A1K1C6L4T9FA5I ",45,8,0,"[1,0,0,-1]","[0,-1,1,1]",1,2
"A1K1C6L4T9FA5I ",45,9,0,"[1,0,1,0]","[0,-1,-1,-1]",0,1
"A1K1C6L4T9FA5I ",45,10,0,"[0,0,1,1]","[1,1,-1,0]",0,1
"A1K1C6L4T9FA5I ",45,11,0,"[0,-1,-1,1]","[1,1,0,-1]",0,1
"A1K1C6L4T9FA5I ",48,0,0,"[1,-1,1,0]","[1,0,-1,0]",0,1
"A1K1C6L4T9FA5I ",48,1,0,"[1,-1,1,0]","[1,0,-1,0]",0,1
"A1K1C6L4T9FA5I ",48,2,0,"[1,1,0,0]","[-1,-1,1,0]",1,2
"A1K1C6L4T9FA5I ",48,3,0,"[-1,1,1,0]","[1,0,-1,0]",0,1
"A1K1C6L4T9FA5I ",48,4,0,"[-1,-1,0,1]","[-1,0,1,-1]",1,2
"A1K1C6L4T9FA5I ",48,5,0,"[-1,-1,-1,0]","[-1,-1,1,0]",1,2
"A1K1C6L4T9FA5I ",48,6,0,"[-1,1,-1,0]","[-1,1,1,0]",1,2
"A1K1C6L4T9FA5I ",48,7,0,"[-1,-1,-1,0]","[-1,0,-1,-1]",1,2
"A1K1C6L4T9FA5I ",48,8,0,"[1,1,0,1]","[-1,1,1,0]",1,2
"A1K1C6L4T9FA5I ",48,9,0,"[1,1,0,-1]","[0,-1,0,-1]",1,2
